1	19	5	1	0
2	26	5	1	0
3	5	9	1	0
4	12	8	1	6
5	13	10	1	6
6	24	13	1	0
7	19	7	1	0
8	19	18	1	0
9	5	22	1	22
10	31	24	1	0
11	20	19	1	0
12	19	22	1	0
13	22	18	1	7
14	25	36	1	0
15	16	38	1	5
16	12	36	1	0
17	18	38	1	5
18	8	52	1	28
19	25	55	1	23
20	27	52	1	0
21	23	50	1	21
22	8	66	1	32
23	21	66	1	0
24	9	64	1	4
25	5	80	1	4
26	28	80	1	0
27	5	78	1	4
28	23	78	1	0
29	42	8	1	0
30	30	2	1	0
31	47	5	1	0
32	5	15	1	1
33	35	13	1	0
34	26	16	1	0
35	7	29	1	3
36	48	16	1	0
37	46	27	1	0
38	25	17	1	27
39	13	17	1	3
40	42	24	1	0
41	29	30	1	0
42	10	29	1	27
43	38	37	1	0
44	35	31	1	20
45	32	43	1	0
46	12	43	1	15
47	13	30	1	0
48	36	46	1	0
49	16	58	1	0
50	48	50	1	0
51	48	55	1	0
52	5	57	1	11
53	28	71	1	10
54	48	59	1	10
55	31	58	1	0
56	10	71	1	0
57	35	66	1	0
58	28	85	1	20
59	10	85	1	0
60	48	80	1	0
61	36	75	1	0
62	9	2	1	0
63	62	8	1	24
64	5	3	1	24
65	51	3	1	24
66	61	2	1	0
67	55	3	1	24
68	65	19	1	0
69	57	25	1	0
70	47	30	1	0
71	18	16	1	0
72	8	28	1	0
73	70	41	1	18
74	50	31	1	14
75	47	44	1	0
76	32	30	1	0
77	28	43	1	18
78	43	31	1	18
79	20	30	1	0
80	22	45	1	2
81	12	56	1	0
82	41	44	1	0
83	56	57	1	2
84	58	50	1	0
85	55	59	1	0
86	55	62	1	0
87	63	69	1	0
88	6	71	1	2
89	32	71	1	2
90	5	84	1	17
91	57	74	1	0
92	49	85	1	17
93	106	3	1	26
94	99	2	1	0
95	126	30	1	0
96	108	30	1	0
97	95	17	1	25
98	113	30	1	0
99	92	30	1	0
100	140	43	1	2
101	113	31	1	2
102	78	36	1	0
103	133	56	1	0
104	89	50	1	0
105	119	57	1	14
106	104	58	1	0
107	134	57	1	14
108	102	57	1	14
109	112	59	1	14
110	118	59	1	31
111	113	58	1	0
112	111	71	1	14
113	106	58	1	0
114	99	72	1	0
115	134	58	1	0
116	113	72	1	0
117	91	85	1	8
118	117	72	1	0
119	89	73	1	0
120	85	78	1	0
121	106	73	1	8
122	104	85	1	8
123	109	12	1	24
124	96	13	1	0
125	140	3	1	24
126	125	2	1	0
127	108	13	1	0
128	109	9	1	24
129	108	4	1	0
130	107	14	1	24
131	140	15	1	0
132	116	16	1	0
133	112	16	1	0
134	108	21	1	0
135	119	17	1	20
136	141	29	1	20
137	110	29	1	20
138	120	16	1	0
139	101	22	1	0
140	122	17	1	20
141	138	30	1	0
142	133	43	1	10
143	99	38	1	0
144	131	43	1	10
145	111	30	1	0
146	102	31	1	0
147	106	41	1	0
148	106	44	1	0
149	103	32	1	10
150	106	50	1	0
151	109	45	1	11
152	100	47	1	0
153	108	46	1	11
154	128	44	1	0
155	102	55	1	0
156	115	44	1	0
157	140	56	1	0
158	21	16	1	0
159	119	45	1	11
160	141	57	1	11
161	103	57	1	0
162	141	59	1	15
163	113	71	1	15
164	135	71	1	0
165	141	71	1	15
166	100	61	1	0
167	100	66	1	0
168	122	72	1	0
169	132	85	1	3
170	104	80	1	0
171	130	85	1	3
172	123	73	1	3
173	111	73	1	3
174	130	72	1	0
175	111	80	1	0
176	102	78	1	0
177	141	5	1	0
178	124	13	1	0
179	132	12	1	0
180	131	6	1	0
181	129	8	1	1
182	120	13	1	1
183	123	5	1	0
184	130	13	1	0
185	117	27	1	0
186	126	19	1	0
187	141	24	1	4
188	125	24	1	4
189	125	22	1	0
190	129	22	1	4
191	125	16	1	0
192	138	16	1	0
193	135	19	1	9
194	116	36	1	0
195	127	36	1	32
196	138	33	1	32
197	125	41	1	0
198	131	38	1	0
199	124	37	1	0
200	128	38	1	32
201	127	33	1	0
202	111	36	1	0
203	140	41	1	0
204	136	44	1	0
205	130	44	1	0
206	114	50	1	0
207	138	44	1	0
208	124	55	1	0
209	134	50	1	23
210	132	44	1	0
211	120	47	1	23
212	123	52	1	23
213	125	50	1	23
214	141	62	1	0
215	123	66	1	5
216	130	68	1	5
217	137	70	1	5
218	134	64	1	5
219	127	69	1	0
220	119	64	1	5
221	125	64	1	0
222	116	64	1	0
223	112	66	1	0
224	130	70	1	0
225	141	75	1	0
226	126	78	1	0
227	127	78	1	0
228	119	75	1	0
229	141	83	1	7
230	139	80	1	0
231	27	5	0	0
232	30	13	0	0
233	31	8	0	0
234	26	10	0	0
235	26	22	0	0
236	21	19	0	0
237	30	24	0	0
238	30	19	0	0
239	31	36	0	0
240	30	38	0	0
241	25	38	0	0
242	29	50	0	0
243	26	52	0	0
244	32	53	0	0
245	31	61	0	0
246	22	66	0	0
247	31	66	0	0
248	30	78	0	0
249	27	80	0	0
250	48	5	0	0
251	45	13	0	0
252	43	8	0	0
253	47	19	0	0
254	47	27	0	0
255	41	19	0	0
256	41	24	0	0
257	48	41	0	0
258	48	33	0	0
259	49	55	0	0
260	49	50	0	0
261	41	64	0	0
262	50	69	0	0
263	50	64	0	0
264	47	80	0	0
265	68	10	0	0
266	64	8	0	0
267	68	5	0	0
268	66	27	0	0
269	66	19	0	0
270	63	33	0	0
271	61	41	0	0
272	69	41	0	0
273	59	50	0	0
274	64	69	0	0
275	63	78	0	0
276	86	10	0	0
277	88	19	0	0
278	77	36	0	0
279	83	55	0	0
280	83	50	0	0
281	78	69	0	0
282	78	64	0	0
