1	20	6
2	20	7
3	20	11
4	20	12
5	21	6
6	21	7
7	21	11
8	21	12
9	22	6
10	22	7
11	22	11
12	22	12
13	23	6
14	23	7
15	23	11
16	23	12
17	24	6
18	24	7
19	24	11
20	24	12
21	25	6
22	25	7
23	25	11
24	25	12
25	26	6
26	26	7
27	26	11
28	26	12
29	27	6
30	27	7
31	27	11
32	27	12
33	28	6
34	28	7
35	28	11
36	28	12
37	29	6
38	29	7
39	29	11
40	29	12
41	30	6
42	30	7
43	30	11
44	30	12
45	31	6
46	31	7
47	31	11
48	31	12
49	20	20
50	20	21
51	20	25
52	20	26
53	21	20
54	21	21
55	21	25
56	21	26
57	22	20
58	22	21
59	22	25
60	22	26
61	23	20
62	23	21
63	23	25
64	23	26
65	24	20
66	24	21
67	24	25
68	24	26
69	25	20
70	25	21
71	25	25
72	25	26
73	26	20
74	26	21
75	26	25
76	26	26
77	27	20
78	27	21
79	27	25
80	27	26
81	28	20
82	28	21
83	28	25
84	28	26
85	29	20
86	29	21
87	29	25
88	29	26
89	30	20
90	30	21
91	30	25
92	30	26
93	31	20
94	31	21
95	31	25
96	31	26
97	20	34
98	20	35
99	20	39
100	20	40
101	21	34
102	21	35
103	21	39
104	21	40
105	22	34
106	22	35
107	22	39
108	22	40
109	23	34
110	23	35
111	23	39
112	23	40
113	24	34
114	24	35
115	24	39
116	24	40
117	25	34
118	25	35
119	25	39
120	25	40
121	26	34
122	26	35
123	26	39
124	26	40
125	27	34
126	27	35
127	27	39
128	27	40
129	28	34
130	28	35
131	28	39
132	28	40
133	29	34
134	29	35
135	29	39
136	29	40
137	30	34
138	30	35
139	30	39
140	30	40
141	31	34
142	31	35
143	31	39
144	31	40
145	20	48
146	20	49
147	20	53
148	20	54
149	21	48
150	21	49
151	21	53
152	21	54
153	22	48
154	22	49
155	22	53
156	22	54
157	23	48
158	23	49
159	23	53
160	23	54
161	24	48
162	24	49
163	24	53
164	24	54
165	25	48
166	25	49
167	25	53
168	25	54
169	26	48
170	26	49
171	26	53
172	26	54
173	27	48
174	27	49
175	27	53
176	27	54
177	28	48
178	28	49
179	28	53
180	28	54
181	29	48
182	29	49
183	29	53
184	29	54
185	30	48
186	30	49
187	30	53
188	30	54
189	31	48
190	31	49
191	31	53
192	31	54
193	20	62
194	20	63
195	20	67
196	20	68
197	21	62
198	21	63
199	21	67
200	21	68
201	22	62
202	22	63
203	22	67
204	22	68
205	23	62
206	23	63
207	23	67
208	23	68
209	24	62
210	24	63
211	24	67
212	24	68
213	25	62
214	25	63
215	25	67
216	25	68
217	26	62
218	26	63
219	26	67
220	26	68
221	27	62
222	27	63
223	27	67
224	27	68
225	28	62
226	28	63
227	28	67
228	28	68
229	29	62
230	29	63
231	29	67
232	29	68
233	30	62
234	30	63
235	30	67
236	30	68
237	31	62
238	31	63
239	31	67
240	31	68
241	20	76
242	20	77
243	20	81
244	20	82
245	21	76
246	21	77
247	21	81
248	21	82
249	22	76
250	22	77
251	22	81
252	22	82
253	23	76
254	23	77
255	23	81
256	23	82
257	24	76
258	24	77
259	24	81
260	24	82
261	25	76
262	25	77
263	25	81
264	25	82
265	26	76
266	26	77
267	26	81
268	26	82
269	27	76
270	27	77
271	27	81
272	27	82
273	28	76
274	28	77
275	28	81
276	28	82
277	29	76
278	29	77
279	29	81
280	29	82
281	30	76
282	30	77
283	30	81
284	30	82
285	31	76
286	31	77
287	31	81
288	31	82
289	39	6
290	39	7
291	39	11
292	39	12
293	40	6
294	40	7
295	40	11
296	40	12
297	41	6
298	41	7
299	41	11
300	41	12
301	42	6
302	42	7
303	42	11
304	42	12
305	43	6
306	43	7
307	43	11
308	43	12
309	44	6
310	44	7
311	44	11
312	44	12
313	45	6
314	45	7
315	45	11
316	45	12
317	46	6
318	46	7
319	46	11
320	46	12
321	47	6
322	47	7
323	47	11
324	47	12
325	48	6
326	48	7
327	48	11
328	48	12
329	49	6
330	49	7
331	49	11
332	49	12
333	50	6
334	50	7
335	50	11
336	50	12
337	39	20
338	39	21
339	39	25
340	39	26
341	40	20
342	40	21
343	40	25
344	40	26
345	41	20
346	41	21
347	41	25
348	41	26
349	42	20
350	42	21
351	42	25
352	42	26
353	43	20
354	43	21
355	43	25
356	43	26
357	44	20
358	44	21
359	44	25
360	44	26
361	45	20
362	45	21
363	45	25
364	45	26
365	46	20
366	46	21
367	46	25
368	46	26
369	47	20
370	47	21
371	47	25
372	47	26
373	48	20
374	48	21
375	48	25
376	48	26
377	49	20
378	49	21
379	49	25
380	49	26
381	50	20
382	50	21
383	50	25
384	50	26
385	39	34
386	39	35
387	39	39
388	39	40
389	40	34
390	40	35
391	40	39
392	40	40
393	41	34
394	41	35
395	41	39
396	41	40
397	42	34
398	42	35
