1	0	0	0	1
2	1	0	0	1
3	2	0	0	1
4	3	0	0	1
5	4	0	0	1
6	5	0	0	1
7	6	0	0	1
8	7	0	0	1
9	8	0	0	1
10	9	0	0	1
11	10	0	0	1
12	11	0	0	1
13	12	0	0	1
14	13	0	0	1
15	14	0	0	1
16	15	0	0	1
17	16	0	0	1
18	17	0	0	1
19	18	0	0	1
20	19	0	0	1
21	20	0	0	1
22	21	0	0	1
23	22	0	0	1
24	23	0	0	1
25	24	0	0	1
26	25	0	0	1
27	26	0	0	1
28	27	0	0	1
29	28	0	0	1
30	29	0	0	1
31	30	0	0	1
32	31	0	0	1
33	32	0	0	1
34	33	0	0	1
35	34	0	0	1
36	35	0	0	1
37	36	0	0	1
38	37	0	0	1
39	38	0	0	1
40	39	0	0	1
41	40	0	0	1
42	41	0	0	1
43	42	0	0	1
44	43	0	0	1
45	44	0	0	1
46	45	0	0	1
47	46	0	0	1
48	47	0	0	1
49	48	0	0	1
50	49	0	0	1
51	50	0	0	1
52	51	0	0	1
53	52	0	0	1
54	53	0	0	1
55	54	0	0	1
56	55	0	0	1
57	56	0	0	1
58	57	0	0	1
59	58	0	0	1
60	59	0	0	1
61	60	0	0	1
62	61	0	0	1
63	62	0	0	1
64	63	0	0	1
65	64	0	0	1
66	65	0	0	1
67	66	0	0	1
68	67	0	0	1
69	68	0	0	1
70	69	0	0	1
71	70	0	0	1
72	71	0	0	1
73	72	0	0	1
74	73	0	0	1
75	74	0	0	1
76	75	0	0	1
77	76	0	0	1
78	77	0	0	1
79	78	0	0	1
80	79	0	0	1
81	80	0	0	1
82	81	0	0	1
83	82	0	0	1
84	83	0	0	1
85	84	0	0	1
86	85	0	0	1
87	86	0	0	1
88	87	0	0	1
89	88	0	0	1
90	89	0	0	1
91	90	0	0	1
92	91	0	0	1
93	92	0	0	1
94	93	0	0	1
95	94	0	0	1
96	95	0	0	1
97	96	0	0	1
98	97	0	0	1
99	98	0	0	1
100	99	0	0	1
101	100	0	0	1
102	101	0	0	1
103	102	0	0	1
104	103	0	0	1
105	104	0	0	1
106	105	0	0	1
107	106	0	0	1
108	107	0	0	1
109	108	0	0	1
110	109	0	0	1
111	110	0	0	1
112	111	0	0	1
113	112	0	0	1
114	113	0	0	1
115	114	0	0	1
116	115	0	0	1
117	116	0	0	1
118	117	0	0	1
119	118	0	0	1
120	119	0	0	1
121	120	0	0	1
122	121	0	0	1
123	122	0	0	1
124	123	0	0	1
125	124	0	0	1
126	125	0	0	1
127	126	0	0	1
128	127	0	0	1
129	128	0	0	1
130	129	0	0	1
131	130	0	0	1
132	131	0	0	1
133	132	0	0	1
134	133	0	0	1
135	134	0	0	1
136	135	0	0	1
137	136	0	0	1
138	137	0	0	1
139	138	0	0	1
140	139	0	0	1
141	140	0	0	1
142	141	0	0	1
143	142	0	0	1
144	143	0	0	1
145	144	0	0	1
146	145	0	0	1
147	146	0	0	1
148	0	1	0	1
149	1	1	1	0
150	2	1	1	0
151	3	1	1	0
152	4	1	1	0
153	5	1	4	0
154	6	1	1	0
155	7	1	1	0
156	8	1	1	0
157	9	1	1	0
158	10	1	1	0
159	11	1	1	0
160	12	1	1	0
161	13	1	1	0
162	14	1	1	0
163	15	1	1	0
164	16	1	1	0
165	17	1	1	0
166	18	1	1	0
167	19	1	1	0
168	20	1	1	0
169	21	1	1	0
170	22	1	1	0
171	23	1	1	0
172	24	1	1	0
173	25	1	1	0
174	26	1	1	0
175	27	1	1	0
176	28	1	1	0
177	29	1	1	0
178	30	1	1	0
179	31	1	1	0
180	32	1	1	0
181	33	1	1	0
182	34	1	1	0
183	35	1	1	0
184	36	1	1	0
185	37	1	1	0
186	38	1	1	0
187	39	1	1	0
188	40	1	1	0
189	41	1	1	0
190	42	1	1	0
191	43	1	1	0
192	44	1	1	0
193	45	1	1	0
194	46	1	1	0
195	47	1	1	0
196	48	1	1	0
197	49	1	1	0
198	50	1	1	0
199	51	1	1	0
200	52	1	1	0
201	53	1	1	0
202	54	1	1	0
203	55	1	1	0
204	56	1	1	0
205	57	1	1	0
206	58	1	1	0
207	59	1	1	0
208	60	1	1	0
209	61	1	1	0
210	62	1	1	0
211	63	1	1	0
212	64	1	1	0
213	65	1	1	0
214	66	1	1	0
215	67	1	1	0
216	68	1	1	0
217	69	1	1	0
218	70	1	1	0
219	71	1	1	0
220	72	1	1	0
221	73	1	1	0
222	74	1	1	0
223	75	1	1	0
224	76	1	1	0
225	77	1	1	0
226	78	1	1	0
227	79	1	1	0
228	80	1	1	0
229	81	1	1	0
230	82	1	1	0
231	83	1	1	0
232	84	1	1	0
233	85	1	1	0
234	86	1	1	0
235	87	1	1	0
236	88	1	1	0
237	89	1	1	0
238	90	1	1	0
239	91	1	1	0
240	92	1	1	0
241	93	1	1	0
242	94	1	1	0
243	95	1	1	0
244	96	1	1	0
245	97	1	1	0
246	98	1	1	0
247	99	1	1	0
248	100	1	1	0
249	101	1	1	0
250	102	1	1	0
251	103	1	1	0
252	104	1	1	0
253	105	1	1	0
254	106	1	1	0
255	107	1	1	0
256	108	1	1	0
257	109	1	1	0
258	110	1	1	0
259	111	1	1	0
260	112	1	1	0
261	113	1	1	0
262	114	1	1	0
263	115	1	1	0
264	116	1	1	0
265	117	1	1	0
266	118	1	1	0
267	119	1	1	0
268	120	1	1	0
269	121	1	1	0
270	122	1	1	0
271	123	1	1	0
272	124	1	1	0
273	125	1	1	0
274	126	1	1	0
275	127	1	1	0
276	128	1	1	0
277	129	1	1	0
278	130	1	1	0
279	131	1	1	0
280	132	1	1	0
281	133	1	1	0
282	134	1	1	0
283	135	1	1	0
284	136	1	1	0
285	137	1	1	0
286	138	1	1	0
287	139	1	1	0
288	140	1	1	0
289	141	1	4	0
290	142	1	1	0
291	143	1	1	0
292	144	1	1	0
293	145	1	1	0
294	146	1	0	1
295	0	2	0	1
296	1	2	1	0
297	2	2	1	0
298	3	2	1	0
299	4	2	1	0
300	5	2	4	0
301	6	2	1	0
302	7	2	1	0
303	8	2	1	0
304	9	2	1	0
305	10	2	1	0
306	11	2	1	0
307	12	2	1	0
308	13	2	1	0
309	14	2	1	0
310	15	2	1	0
311	16	2	1	0
312	17	2	1	0
313	18	2	1	0
314	19	2	1	0
315	20	2	1	0
316	21	2	1	0
317	22	2	1	0
318	23	2	1	0
319	24	2	1	0
320	25	2	1	0
321	26	2	1	0
322	27	2	1	0
323	28	2	1	0
324	29	2	1	0
325	30	2	1	0
326	31	2	1	0
327	32	2	1	0
328	33	2	1	0
329	34	2	1	0
330	35	2	1	0
331	36	2	1	0
332	37	2	1	0
333	38	2	1	0
334	39	2	1	0
335	40	2	1	0
336	41	2	1	0
337	42	2	1	0
338	43	2	1	0
339	44	2	1	0
340	45	2	1	0
341	46	2	1	0
342	47	2	1	0
343	48	2	1	0
344	49	2	1	0
345	50	2	1	0
346	51	2	1	0
347	52	2	1	0
348	53	2	1	0
349	54	2	1	0
350	55	2	1	0
351	56	2	1	0
352	57	2	1	0
353	58	2	1	0
354	59	2	1	0
355	60	2	1	0
356	61	2	1	0
357	62	2	1	0
358	63	2	1	0
359	64	2	1	0
360	65	2	1	0
361	66	2	1	0
362	67	2	1	0
363	68	2	1	0
