1	5	1
2	5	2
3	5	3
4	5	4
5	5	5
6	5	6
7	5	7
8	5	8
9	5	9
10	5	10
11	5	11
12	5	12
13	5	13
14	5	14
15	5	15
16	5	16
17	5	17
18	5	18
19	5	19
20	5	20
21	5	21
22	5	22
23	5	23
24	5	24
25	5	25
26	5	26
27	5	27
28	5	28
29	5	29
30	5	30
31	5	31
32	5	32
33	5	33
34	5	34
35	5	35
36	5	36
37	5	37
38	5	38
39	5	39
40	5	40
41	5	41
42	5	42
43	5	43
44	5	44
45	5	45
46	5	46
47	5	47
48	5	48
49	5	49
50	5	50
51	5	51
52	5	52
53	5	53
54	5	54
55	5	55
56	5	56
57	5	57
58	5	58
59	5	59
60	5	60
61	5	61
62	5	62
63	5	63
64	5	64
65	5	65
66	5	66
67	5	67
68	5	68
69	5	69
70	5	70
71	5	71
72	5	72
73	5	73
74	5	74
75	5	75
76	5	76
77	5	77
78	5	78
79	5	79
80	5	80
81	5	81
82	5	82
83	5	83
84	5	84
85	5	85
86	5	86
87	5	87
88	141	1
89	141	2
90	141	3
91	141	4
92	141	5
93	141	6
94	141	7
95	141	8
96	141	9
97	141	10
98	141	11
99	141	12
100	141	13
101	141	14
102	141	15
103	141	16
104	141	17
105	141	18
106	141	19
107	141	20
108	141	21
109	141	22
110	141	23
111	141	24
112	141	25
113	141	26
114	141	27
115	141	28
116	141	29
117	141	30
118	141	31
119	141	32
120	141	33
121	141	34
122	141	35
123	141	36
124	141	37
125	141	38
126	141	39
127	141	40
128	141	41
129	141	42
130	141	43
131	141	44
132	141	45
133	141	46
134	141	47
135	141	48
136	141	49
137	141	50
138	141	51
139	141	52
140	141	53
141	141	54
142	141	55
143	141	56
144	141	57
145	141	58
146	141	59
147	141	60
148	141	61
149	141	62
150	141	63
151	141	64
152	141	65
153	141	66
154	141	67
155	141	68
156	141	69
157	141	70
158	141	71
159	141	72
160	141	73
161	141	74
162	141	75
163	141	76
164	141	77
165	141	78
166	141	79
167	141	80
168	141	81
169	141	82
170	141	83
171	141	84
172	141	85
173	141	86
174	141	87
